Owner,Repo,Description,URL,Language,Stars,Open Issues Count,Created At,Updated At,Size,Has Downloads,YML Count,YML Files
mermaid-js,mermaid-js/mermaid,Generation of diagrams like flowcharts or sequence diagrams from text in a similar manner as markdown,https://github.com/mermaid-js/mermaid,JavaScript,65196,892,2014-11-01T23:52:32Z,2024-02-18T18:28:40Z,228822,True,19,"build-docs.yml, build.yml, check-readme-in-sync.yml, checks.yml, codeql.yml, dependency-review.yml, e2e-applitools.yml, e2e.yml, issue-triage.yml, link-checker.yml, lint.yml, pr-labeler.yml, publish-docs.yml, release-draft.yml, release-preview-publish.yml, release-publish.yml, test.yml, unlock-reopened-issues.yml, update-browserlist.yml"
DopplerHQ,DopplerHQ/awesome-interview-questions,:octocat: A curated awesome list of lists of interview questions. Feel free to contribute! :mortar_board: ,https://github.com/DopplerHQ/awesome-interview-questions,Unknown,64599,46,2015-11-28T09:48:17Z,2024-02-18T18:31:32Z,1096,True,1,link-checker.yml
webpack,webpack/webpack,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",https://github.com/webpack/webpack,JavaScript,63914,273,2012-03-10T10:08:14Z,2024-02-18T16:55:28Z,61507,True,1,test.yml
redis,redis/redis,"Redis is an in-memory database that persists on disk. The data model is key-value, but many different kind of values are supported: Strings, Lists, Sets, Sorted Sets, Hashes, Streams, HyperLogLogs, Bitmaps.",https://github.com/redis/redis,C,63390,2507,2009-03-21T22:32:25Z,2024-02-18T18:33:26Z,137712,True,7,"ci.yml, codeql-analysis.yml, coverity.yml, daily.yml, external.yml, reply-schemas-linter.yml, spell-check.yml"
expressjs,expressjs/express,"Fast, unopinionated, minimalist web framework for node.",https://github.com/expressjs/express,JavaScript,63166,217,2009-06-26T18:56:01Z,2024-02-18T18:27:26Z,9111,True,1,ci.yml
chartjs,chartjs/Chart.js,Simple HTML5 Charts using the <canvas> tag,https://github.com/chartjs/Chart.js,JavaScript,62978,352,2013-03-17T23:56:36Z,2024-02-18T16:24:58Z,41706,True,5,"ci.yml, compressed-size.yml, deploy-docs.yml, release-drafter.yml, release.yml"
nestjs,nestjs/nest,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications with TypeScript/JavaScript 🚀",https://github.com/nestjs/nest,TypeScript,62954,94,2017-02-04T20:12:52Z,2024-02-18T18:16:41Z,303958,True,1,codeql-analysis.yml
protocolbuffers,protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format,https://github.com/protocolbuffers/protobuf,C++,62920,671,2014-08-26T15:52:15Z,2024-02-18T13:33:44Z,151754,True,18,"clear_caches.yml, forked_pr_workflow_check.yml, janitor.yml, scorecard.yml, staleness_check.yml, staleness_refresh.yml, test_cpp.yml, test_csharp.yml, test_java.yml, test_objectivec.yml, test_php.yml, test_php_ext.yml, test_python.yml, test_ruby.yml, test_runner.yml, test_rust.yml, test_upb.yml, update_php_repo.yml"
MunGell,MunGell/awesome-for-beginners,A list of awesome beginners-friendly projects.,https://github.com/MunGell/awesome-for-beginners,Unknown,61717,138,2015-10-24T19:53:36Z,2024-02-18T18:27:37Z,498,True,2,"build.yml, invalid.yml"
leonardomso,leonardomso/33-js-concepts,📜 33 JavaScript concepts every developer should know.,https://github.com/leonardomso/33-js-concepts,JavaScript,61192,56,2018-09-04T13:27:04Z,2024-02-18T09:47:31Z,1019,True,1,action.yml
keras-team,keras-team/keras,Deep Learning for humans,https://github.com/keras-team/keras,Python,60319,186,2015-03-28T00:35:42Z,2024-02-18T16:59:49Z,39880,True,5,"actions.yml, auto-assignment.yaml, nightly.yml, scorecard.yml, stale-issue-pr.yaml"
reduxjs,reduxjs/redux,Predictable state container for JavaScript apps,https://github.com/reduxjs/redux,TypeScript,60274,43,2015-05-29T23:53:15Z,2024-02-18T17:31:04Z,29076,True,3,"publish.yaml, size.yaml, test.yaml"
socketio,socketio/socket.io,Realtime application framework (Node.JS server),https://github.com/socketio/socket.io,TypeScript,59810,107,2010-03-11T18:24:48Z,2024-02-18T12:10:22Z,18668,True,1,ci.yml
grafana,grafana/grafana,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more. ",https://github.com/grafana/grafana,TypeScript,59282,4841,2013-12-11T15:59:56Z,2024-02-18T17:39:41Z,1012117,True,43,"alerting-swagger-gen.yml, auto-milestone.yml, backport.yml, bump-version.yml, close-milestone.yml, codeowners-validator.yml, codeql-analysis.yml, commands.yml, community-release.yml, core-plugins-build-and-release.yml, create-security-patch-from-security-mirror.yml, dashboards-issue-add-label.yml, detect-breaking-changes-levitate.yml, doc-validator.yml, ephemeral-instances-pr-comment.yml, ephemeral-instances-pr-opened-closed.yml, epic-add-to-platform-ux-parent-project.yml, feature-toggle-cleanup.yml, github-release.yml, i18n-crowdin-download.yml, i18n-crowdin-upload.yml, issue-labeled.yml, issue-opened.yml, metrics-collector.yml, milestone.yml, pr-checks.yml, pr-codeql-analysis-go.yml, pr-codeql-analysis-javascript.yml, pr-codeql-analysis-python.yml, pr-commands.yml, pr-patch-check.yml, publish-kinds-next.yml, publish-kinds-release.yml, publish-technical-documentation-next.yml, publish-technical-documentation-release.yml, remove-milestone.yml, sbom-report.yml, snyk.yml, stale.yml, sync-mirror.yml, update-changelog.yml, update-make-docs.yml, verify-kinds.yml"
strapi,strapi/strapi,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript/TypeScript, fully customizable and developer-first.",https://github.com/strapi/strapi,TypeScript,58872,625,2015-09-30T15:34:48Z,2024-02-18T18:28:07Z,474015,True,13,"addToProject.yml, adminBundleSize.yml, changeFreeze.yml, checks.yml, clean-up-pr-caches.yml, contributor-doc.yml, issues_dailyCron.yml, issues_handleLabel.yml, nightly.yml, publish-prerelease.yml, remove-dist-tag.yml, skipped_tests.yml, tests.yml"
jquery,jquery/jquery,jQuery JavaScript Library,https://github.com/jquery/jquery,JavaScript,58660,87,2009-04-03T15:20:14Z,2024-02-18T15:49:13Z,33074,False,2,"codeql-analysis.yml, node.js.yml"
h5bp,h5bp/Front-end-Developer-Interview-Questions,"A list of helpful front-end related questions you can use to interview potential candidates, test yourself or completely ignore.",https://github.com/h5bp/Front-end-Developer-Interview-Questions,Nunjucks,58588,40,2012-02-09T23:34:10Z,2024-02-18T16:08:15Z,5861,True,2,"codeql-analysis.yml, gh-pages-build.yml"
lodash,lodash/lodash,"A modern JavaScript utility library delivering modularity, performance, & extras.",https://github.com/lodash/lodash,JavaScript,58483,59,2012-04-07T04:11:46Z,2024-02-18T16:37:04Z,48151,True,1,tests.yml
python,python/cpython,The Python programming language,https://github.com/python/cpython,Python,58437,8440,2017-02-10T19:23:51Z,2024-02-18T18:30:51Z,573225,True,16,"add-issue-header.yml, build.yml, build_msi.yml, documentation-links.yml, jit.yml, lint.yml, mypy.yml, new-bugs-announce-notifier.yml, project-updater.yml, require-pr-label.yml, reusable-docs.yml, reusable-macos.yml, reusable-ubuntu.yml, reusable-windows.yml, stale.yml, verify-ensurepip-wheels.yml"
syncthing,syncthing/syncthing,Open Source Continuous File Synchronization,https://github.com/syncthing/syncthing,Go,58144,358,2013-11-26T09:48:21Z,2024-02-18T17:42:00Z,121045,True,4,"build-infra-dockers.yaml, build-syncthing.yaml, trigger-nightly.yaml, update-docs-translations.yaml"
apache,apache/echarts,"Apache ECharts is a powerful, interactive charting and data visualization library for browser",https://github.com/apache/echarts,TypeScript,57942,2327,2013-04-03T03:18:59Z,2024-02-18T17:14:18Z,224956,True,8,"ci.yml, nightly-next.yml, nightly.yml, pr-preview.yml, source-release.yml, stale.yml, teardown-pr-preview.yml, update-notice-year.yml"
shadowsocks,shadowsocks/shadowsocks-windows,A C# port of shadowsocks,https://github.com/shadowsocks/shadowsocks-windows,C#,57761,167,2013-01-14T07:54:16Z,2024-02-18T15:28:28Z,13485,True,2,"build.yml, release.yml"
junegunn,junegunn/fzf,:cherry_blossom: A command-line fuzzy finder,https://github.com/junegunn/fzf,Go,57727,354,2013-10-23T16:04:23Z,2024-02-18T18:02:13Z,5345,True,7,"codeql-analysis.yml, depsreview.yaml, linux.yml, macos.yml, sponsors.yml, typos.yml, winget.yml"
scikit-learn,scikit-learn/scikit-learn,scikit-learn: machine learning in Python,https://github.com/scikit-learn/scikit-learn,Python,57421,2288,2010-08-17T09:43:38Z,2024-02-18T17:10:45Z,157213,True,14,"artifact-redirector.yml, assign.yml, check-changelog.yml, check-manifest.yml, codeql.yml, label-blank-issue.yml, labeler-module.yml, labeler-title-regex.yml, lint.yml, publish_pypi.yml, unassign.yml, update-lock-files.yml, update_tracking_issue.yml, wheels.yml"
apache,apache/superset,Apache Superset is a Data Visualization and Data Exploration Platform,https://github.com/apache/superset,TypeScript,56656,1234,2015-07-21T18:55:34Z,2024-02-18T18:31:02Z,870914,True,39,"cancel_duplicates.yml, check_db_migration_confict.yml, chromatic-master.yml, codeql-analysis.yml, dependency-review.yml, docker-release.yml, docker.yml, embedded-sdk-release.yml, embedded-sdk-test.yml, ephemeral-env-pr-close.yml, ephemeral-env.yml, generate-FOSSA-report.yml, labeler.yml, latest-release-tag.yml, license-check.yml, no-hold-label.yml, no-op.yml, pr-lint.yml, pre-commit.yml, prefer-typescript.yml, release.yml, superset-applitool-cypress.yml, superset-applitools-storybook.yml, superset-cli.yml, superset-docs-deploy.yml, superset-docs-verify.yml, superset-e2e.yml, superset-frontend.yml, superset-helm-lint.yml, superset-helm-release.yml, superset-python-integrationtest.yml, superset-python-misc.yml, superset-python-presto-hive.yml, superset-python-unittest.yml, superset-translations.yml, superset-websocket.yml, tech-debt.yml, update-monorepo-lockfiles.yml, welcome-new-users.yml"
tesseract-ocr,tesseract-ocr/tesseract,Tesseract Open Source OCR Engine (main repository),https://github.com/tesseract-ocr/tesseract,C++,56555,415,2014-08-12T18:04:59Z,2024-02-18T18:17:44Z,52829,True,14,"autotools-macos.yml, autotools-openmp.yml, autotools.yml, cifuzz.yml, cmake-win64.yml, cmake.yml, codeql-analysis.yml, msys2-4.1.1.yml, msys2.yml, sw.yml, unittest-disablelegacy.yml, unittest-macos.yml, unittest.yml, vcpkg.yml"
3b1b,3b1b/manim,Animation engine for explanatory math videos,https://github.com/3b1b/manim,Python,56403,406,2015-03-22T18:50:58Z,2024-02-18T17:57:10Z,75886,True,2,"docs.yml, publish.yml"
chrislgarry,chrislgarry/Apollo-11,Original Apollo 11 Guidance Computer (AGC) source code for the command and lunar modules.,https://github.com/chrislgarry/Apollo-11,Assembly,56108,138,2014-04-03T15:45:02Z,2024-02-18T18:25:40Z,3055,True,2,"label.yml, markdownlint.yml"
TheAlgorithms,TheAlgorithms/Java,All Algorithms implemented in Java,https://github.com/TheAlgorithms/Java,Java,55834,35,2016-07-16T10:21:02Z,2024-02-18T17:15:37Z,4010,True,5,"build.yml, clang-format-lint.yml, codeql.yml, stale.yml, update_directory.yml"
h5bp,h5bp/html5-boilerplate,"A professional front-end template for building fast, robust, and adaptable web apps or sites.",https://github.com/h5bp/html5-boilerplate,JavaScript,55780,10,2010-01-24T18:03:24Z,2024-02-18T07:20:58Z,22329,True,6,"codeql-analysis.yml, dependency-review.yml, publish.yml, push-to-template.yml, spellcheck.yml, test.yml"
swisskyrepo,swisskyrepo/PayloadsAllTheThings,A list of useful payloads and bypass for Web Application Security and Pentest/CTF,https://github.com/swisskyrepo/PayloadsAllTheThings,Python,55365,11,2016-10-18T07:29:07Z,2024-02-18T18:11:30Z,21178,True,1,ci.yml
gatsbyjs,gatsbyjs/gatsby,"The best React-based framework with performance, scalability and security built in.",https://github.com/gatsbyjs/gatsby,JavaScript,54949,324,2015-05-21T22:43:05Z,2024-02-18T14:22:22Z,1135837,True,1,schedule-stale.yml
spring-projects,spring-projects/spring-framework,Spring Framework,https://github.com/spring-projects/spring-framework,Java,54463,319,2010-12-08T04:04:45Z,2024-02-18T17:38:27Z,204409,True,3,"backport-bot.yml, deploy-docs.yml, gradle-wrapper-validation.yml"
rails,rails/rails,Ruby on Rails,https://github.com/rails/rails,Ruby,54462,1106,2008-04-11T02:19:47Z,2024-02-18T18:17:33Z,273373,True,4,"lint.yml, rail_inspector.yml, rails-new-docker.yml, rubocop.yml"
obsproject,obsproject/obs-studio,OBS Studio - Free and open source software for live streaming and screen recording,https://github.com/obsproject/obs-studio,C,54197,650,2013-10-01T02:40:31Z,2024-02-18T18:18:56Z,67433,True,8,"build-project.yaml, check-format.yaml, dispatch.yaml, pr-pull.yaml, publish.yaml, push.yaml, scheduled.yaml, sign-windows.yaml"
ocornut,ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,https://github.com/ocornut/imgui,C++,54092,962,2014-07-21T14:29:47Z,2024-02-18T18:16:32Z,88048,True,3,"build.yml, scheduled.yml, static-analysis.yml"
d2l-ai,d2l-ai/d2l-zh,《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。,https://github.com/d2l-ai/d2l-zh,Python,53927,71,2017-08-23T04:40:24Z,2024-02-18T16:24:18Z,316965,True,3,"build-docker.yml, ci.yml, clear-cache.yml"
ElemeFE,ElemeFE/element,A Vue.js 2.0 UI Toolkit for Web,https://github.com/ElemeFE/element,Vue,53874,2720,2016-09-03T06:19:26Z,2024-02-18T11:03:10Z,94400,True,2,"preview-build.yml, preview-deploy.yml"
Eugeny,Eugeny/tabby,A terminal for a more modern age,https://github.com/Eugeny/tabby,TypeScript,53867,1771,2016-12-23T09:06:10Z,2024-02-18T17:54:38Z,91836,True,4,"build.yml, codeql-analysis.yml, docs.yml, release.yml"
azl397985856,azl397985856/leetcode,LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。),https://github.com/azl397985856/leetcode,JavaScript,53301,9,2018-03-30T09:13:51Z,2024-02-18T16:25:26Z,126355,True,2,"calibreapp-image-actions.yml, ci.yml"
caddyserver,caddyserver/caddy,Fast and extensible multi-platform HTTP/1-2-3 web server with automatic HTTPS,https://github.com/caddyserver/caddy,Go,52334,153,2015-01-13T19:45:03Z,2024-02-18T17:51:12Z,17263,True,5,"ci.yml, cross-build.yml, lint.yml, release.yml, release_published.yml"
danielmiessler,danielmiessler/SecLists,"SecLists is the security tester's companion. It's a collection of multiple types of lists used during security assessments, collected in one place. List types include usernames, passwords, URLs, sensitive data patterns, fuzzing payloads, web shells, and many more.",https://github.com/danielmiessler/SecLists,PHP,52185,22,2012-02-19T01:30:18Z,2024-02-18T18:33:58Z,1120222,True,7,"readme-updater.yml, wordlist-updater_awesome-list-of-secrets-in-environment-variables.yml, wordlist-updater_combined_directories.yml, wordlist-updater_combined_words.yml, wordlist-updater_fuzzing_etc_files.yml, wordlist-updater_trickest-wordlists.yml, wordlist-validator.yml"
prometheus,prometheus/prometheus,The Prometheus monitoring system and time series database.,https://github.com/prometheus/prometheus,Go,51770,955,2012-11-24T11:14:12Z,2024-02-18T15:47:42Z,197804,True,10,"buf-lint.yml, buf.yml, ci.yml, codeql-analysis.yml, funcbench.yml, fuzzing.yml, lock.yml, prombench.yml, repo_sync.yml, scorecards.yml"
remix-run,remix-run/react-router,Declarative routing for React,https://github.com/remix-run/react-router,TypeScript,51631,57,2014-05-16T22:22:51Z,2024-02-18T17:57:29Z,23973,True,8,"deduplicate-yarn.yml, format.yml, no-response.yml, release-comments.yml, release-experimental.yml, release.yml, support.yml, test.yml"
alacritty,alacritty/alacritty,"A cross-platform, OpenGL terminal emulator.",https://github.com/alacritty/alacritty,Rust,51380,316,2016-02-18T05:02:30Z,2024-02-18T18:29:21Z,13420,True,2,"ci.yml, release.yml"
facebook,facebook/docusaurus,Easy to maintain open source documentation websites.,https://github.com/facebook/docusaurus,TypeScript,51365,322,2017-06-20T16:13:53Z,2024-02-18T16:08:46Z,254015,True,14,"argos.yml, build-blog-only.yml, build-perf.yml, canary-release.yml, codeql-analysis.yml, dependency-review.yml, lighthouse-report.yml, lint-autofix.yml, lint.yml, showcase-test.yml, tests-e2e.yml, tests-swizzle.yml, tests-windows.yml, tests.yml"
localstack,localstack/localstack,💻 A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline,https://github.com/localstack/localstack,Python,51346,350,2016-10-25T23:48:03Z,2024-02-18T18:12:49Z,37331,True,19,"asf-updates.yml, dockerhub-description.yml, marker-report-issue.yml, marker-report.yml, pr-cla.yml, pr-enforce-no-major-master.yml, pr-enforce-no-major-minor-master.yml, pr-enforce-pr-labels.yml, pr-welcome-first-time-contributors.yml, rebase-release-prs.yml, rebase-release-targeting-prs.yml, stale-bot.yml, sync-labels.yml, sync-project.yml, tests-cli.yml, tests-podman.yml, tests-pro-integration.yml, tests-s3-image.yml, upgrade-python-dependencies.yml"
